name,n_data_list
CBS_k3_n100_m411_b70_632.cnf.xz, 1
CBS_k3_n100_m449_b70_291.cnf.xz, 1
CBS_k3_n100_m423_b90_579.cnf.xz, 1
CBS_k3_n100_m449_b50_85.cnf.xz, 1
CBS_k3_n100_m403_b30_344.cnf.xz, 1
CBS_k3_n100_m435_b10_148.cnf.xz, 1
CBS_k3_n100_m435_b50_852.cnf.xz, 1
CBS_k3_n100_m423_b50_566.cnf.xz, 1
CBS_k3_n100_m418_b50_588.cnf.xz, 1
3_162_647.cnf.xz, 1
CBS_k3_n100_m418_b90_110.cnf.xz, 1
CBS_k3_n100_m435_b10_583.cnf.xz, 1
CBS_k3_n100_m418_b30_951.cnf.xz, 1
CBS_k3_n100_m435_b10_530.cnf.xz, 1
CBS_k3_n100_m418_b70_43.cnf.xz, 1
CBS_k3_n100_m403_b30_21.cnf.xz, 1
CBS_k3_n100_m423_b90_580.cnf.xz, 1
CBS_k3_n100_m418_b50_334.cnf.xz, 1
CBS_k3_n100_m423_b90_227.cnf.xz, 1
CBS_k3_n100_m429_b10_0.cnf.xz, 1
CBS_k3_n100_m423_b30_10.cnf.xz, 1
CBS_k3_n100_m418_b70_128.cnf.xz, 1
CBS_k3_n100_m429_b90_621.cnf.xz, 1
CBS_k3_n100_m429_b90_782.cnf.xz, 1
CBS_k3_n100_m418_b30_389.cnf.xz, 1
CBS_k3_n100_m441_b10_132.cnf.xz, 1
CBS_k3_n100_m403_b30_670.cnf.xz, 1
CBS_k3_n100_m435_b10_440.cnf.xz, 1
CBS_k3_n100_m441_b70_235.cnf.xz, 1
CBS_k3_n100_m441_b30_846.cnf.xz, 1
CBS_k3_n100_m441_b90_150.cnf.xz, 1
CBS_k3_n100_m435_b90_20.cnf.xz, 1
CBS_k3_n100_m403_b10_250.cnf.xz, 1
CBS_k3_n100_m429_b90_4.cnf.xz, 1
CBS_k3_n100_m423_b30_453.cnf.xz, 1
CBS_k3_n100_m411_b30_966.cnf.xz, 1
CBS_k3_n100_m441_b90_916.cnf.xz, 1
CBS_k3_n100_m449_b70_816.cnf.xz, 1
CBS_k3_n100_m403_b90_761.cnf.xz, 1
CBS_k3_n100_m418_b70_688.cnf.xz, 1
CBS_k3_n100_m435_b10_279.cnf.xz, 1
CBS_k3_n100_m418_b10_324.cnf.xz, 1
CBS_k3_n100_m418_b70_704.cnf.xz, 1
CBS_k3_n100_m429_b90_102.cnf.xz, 1
CBS_k3_n100_m429_b90_386.cnf.xz, 1
CBS_k3_n100_m441_b90_730.cnf.xz, 1
BMS_k3_n100_m429_493.cnf.xz, 1
CBS_k3_n100_m441_b10_804.cnf.xz, 1
CBS_k3_n100_m418_b90_822.cnf.xz, 1
mc2022_track1_106.cnf.xz, 1
CBS_k3_n100_m423_b70_997.cnf.xz, 1
CBS_k3_n100_m418_b30_410.cnf.xz, 1
CBS_k3_n100_m411_b70_78.cnf.xz, 1
CBS_k3_n100_m403_b90_444.cnf.xz, 1
CBS_k3_n100_m403_b70_95.cnf.xz, 1
RTI_k3_n100_m429_443.cnf.xz, 1
CBS_k3_n100_m429_b10_648.cnf.xz, 1
CBS_k3_n100_m429_b50_145.cnf.xz, 1
CBS_k3_n100_m435_b10_875.cnf.xz, 1
CBS_k3_n100_m435_b10_149.cnf.xz, 1
CBS_k3_n100_m411_b70_238.cnf.xz, 1
CBS_k3_n100_m411_b90_421.cnf.xz, 1
CBS_k3_n100_m411_b90_592.cnf.xz, 1
CBS_k3_n100_m403_b90_23.cnf.xz, 1
CBS_k3_n100_m435_b70_524.cnf.xz, 1
CBS_k3_n100_m435_b90_22.cnf.xz, 1
CBS_k3_n100_m418_b10_928.cnf.xz, 1
CBS_k3_n100_m435_b30_744.cnf.xz, 1
CBS_k3_n100_m435_b10_794.cnf.xz, 1
CBS_k3_n100_m435_b70_981.cnf.xz, 1
CBS_k3_n100_m429_b90_68.cnf.xz, 1
CBS_k3_n100_m449_b90_506.cnf.xz, 1
CBS_k3_n100_m449_b90_691.cnf.xz, 1
CliqueFormula_23_8_4.cnf.xz, 1
CBS_k3_n100_m441_b50_352.cnf.xz, 1
CBS_k3_n100_m411_b10_280.cnf.xz, 1
CBS_k3_n100_m418_b30_644.cnf.xz, 1
CBS_k3_n100_m429_b10_871.cnf.xz, 1
3_151_634.cnf.xz, 1
CBS_k3_n100_m435_b30_818.cnf.xz, 1
CBS_k3_n100_m423_b90_460.cnf.xz, 1
CBS_k3_n100_m449_b70_263.cnf.xz, 1
CBS_k3_n100_m411_b50_668.cnf.xz, 1
CBS_k3_n100_m435_b50_315.cnf.xz, 1
CBS_k3_n100_m441_b10_771.cnf.xz, 1
or-50-20-9-UC-20.cnf.bz2, 0
CBS_k3_n100_m441_b70_293.cnf.xz, 1
CBS_k3_n100_m411_b10_138.cnf.xz, 1
CBS_k3_n100_m441_b90_141.cnf.xz, 1
CBS_k3_n100_m411_b70_684.cnf.xz, 1
CBS_k3_n100_m429_b30_963.cnf.xz, 1
CBS_k3_n100_m435_b50_332.cnf.xz, 1
CBS_k3_n100_m423_b30_250.cnf.xz, 1
CBS_k3_n100_m423_b10_465.cnf.xz, 1
CBS_k3_n100_m435_b30_127.cnf.xz, 1
CBS_k3_n100_m418_b90_257.cnf.xz, 1
CBS_k3_n100_m423_b30_896.cnf.xz, 1
CBS_k3_n100_m423_b70_520.cnf.xz, 1
CBS_k3_n100_m435_b90_283.cnf.xz, 1
CBS_k3_n100_m429_b90_313.cnf.xz, 1
CBS_k3_n100_m449_b90_66.cnf.xz, 1
CBS_k3_n100_m403_b30_909.cnf.xz, 1
CBS_k3_n100_m411_b30_193.cnf.xz, 1
CBS_k3_n100_m423_b50_676.cnf.xz, 1
CBS_k3_n100_m403_b90_329.cnf.xz, 1
CBS_k3_n100_m423_b50_683.cnf.xz, 1
CBS_k3_n100_m423_b70_287.cnf.xz, 1
track4_054.cnf.xz, 1
CBS_k3_n100_m441_b10_159.cnf.xz, 1
CBS_k3_n100_m429_b90_358.cnf.xz, 1
CBS_k3_n100_m429_b90_279.cnf.xz, 1
CBS_k3_n100_m403_b10_876.cnf.xz, 1
CBS_k3_n100_m435_b70_117.cnf.xz, 1
CBS_k3_n100_m435_b30_715.cnf.xz, 1
QuantitativeInformationFlow_min-6s.mcc2020_cnf.bz2, 0
RTI_k3_n100_m429_269.cnf.xz, 1
CBS_k3_n100_m429_b30_699.cnf.xz, 1
CBS_k3_n100_m403_b30_677.cnf.xz, 1
CBS_k3_n100_m429_b50_580.cnf.xz, 1
CBS_k3_n100_m423_b50_978.cnf.xz, 1
CBS_k3_n100_m423_b70_907.cnf.xz, 1
CBS_k3_n100_m449_b50_122.cnf.xz, 1
CBS_k3_n100_m418_b50_188.cnf.xz, 1
CBS_k3_n100_m435_b10_613.cnf.xz, 1
CBS_k3_n100_m429_b10_434.cnf.xz, 1
CBS_k3_n100_m449_b70_405.cnf.xz, 1
CBS_k3_n100_m403_b10_525.cnf.xz, 1
CBS_k3_n100_m435_b30_302.cnf.xz, 1
CBS_k3_n100_m441_b30_974.cnf.xz, 1
CBS_k3_n100_m435_b10_160.cnf.xz, 1
CBS_k3_n100_m429_b50_711.cnf.xz, 1
CBS_k3_n100_m411_b70_459.cnf.xz, 1
CBS_k3_n100_m403_b30_944.cnf.xz, 1
CBS_k3_n100_m429_b90_759.cnf.xz, 1
3_144_568.cnf.xz, 1
CBS_k3_n100_m449_b10_24.cnf.xz, 1
CBS_k3_n100_m423_b50_612.cnf.xz, 1
CBS_k3_n100_m441_b50_902.cnf.xz, 1
CBS_k3_n100_m449_b90_43.cnf.xz, 1
CBS_k3_n100_m403_b90_902.cnf.xz, 1
CBS_k3_n100_m411_b70_572.cnf.xz, 1
CBS_k3_n100_m449_b10_81.cnf.xz, 1
CBS_k3_n100_m449_b70_394.cnf.xz, 1
CBS_k3_n100_m449_b10_681.cnf.xz, 1
4_76_729.cnf.xz, 1
CBS_k3_n100_m449_b50_758.cnf.xz, 1
CBS_k3_n100_m435_b50_661.cnf.xz, 1
CBS_k3_n100_m403_b90_174.cnf.xz, 1
CBS_k3_n100_m418_b50_305.cnf.xz, 1
CBS_k3_n100_m449_b90_65.cnf.xz, 1
CBS_k3_n100_m435_b90_76.cnf.xz, 1
CBS_k3_n100_m441_b30_708.cnf.xz, 1
CBS_k3_n100_m423_b30_437.cnf.xz, 1
CBS_k3_n100_m411_b10_149.cnf.xz, 1
s27_7_4.cnf.gz, 1
CBS_k3_n100_m403_b30_983.cnf.xz, 1
CBS_k3_n100_m441_b70_913.cnf.xz, 1
CBS_k3_n100_m441_b30_656.cnf.xz, 1
CBS_k3_n100_m429_b30_804.cnf.xz, 1
CBS_k3_n100_m403_b90_851.cnf.xz, 1
CBS_k3_n100_m403_b10_275.cnf.xz, 1
CBS_k3_n100_m423_b10_928.cnf.xz, 1
CBS_k3_n100_m429_b30_742.cnf.xz, 1
CBS_k3_n100_m418_b90_288.cnf.xz, 1
CBS_k3_n100_m429_b10_280.cnf.xz, 1
CBS_k3_n100_m411_b70_814.cnf.xz, 1
CBS_k3_n100_m449_b90_38.cnf.xz, 1
CBS_k3_n100_m435_b50_599.cnf.xz, 1
CBS_k3_n100_m411_b50_780.cnf.xz, 1
CBS_k3_n100_m411_b50_944.cnf.xz, 1
CBS_k3_n100_m441_b70_784.cnf.xz, 1
CBS_k3_n100_m429_b30_296.cnf.xz, 1
CBS_k3_n100_m435_b50_338.cnf.xz, 1
CBS_k3_n100_m418_b30_102.cnf.xz, 1
CBS_k3_n100_m441_b90_51.cnf.xz, 1
CBS_k3_n100_m403_b50_261.cnf.xz, 1
CBS_k3_n100_m429_b30_415.cnf.xz, 1
CBS_k3_n100_m411_b70_942.cnf.xz, 1
CBS_k3_n100_m423_b90_967.cnf.xz, 1
CBS_k3_n100_m423_b90_201.cnf.xz, 1
CBS_k3_n100_m449_b50_129.cnf.xz, 1
CBS_k3_n100_m403_b90_115.cnf.xz, 1
CBS_k3_n100_m449_b70_679.cnf.xz, 1
CBS_k3_n100_m423_b30_949.cnf.xz, 1
CBS_k3_n100_m418_b70_59.cnf.xz, 1
CliqueFormula_63_10_3.cnf.xz, 1
BMS_k3_n100_m429_43.cnf.xz, 1
BMS_k3_n100_m429_246.cnf.xz, 1
CBS_k3_n100_m411_b30_59.cnf.xz, 1
CBS_k3_n100_m423_b70_2.cnf.xz, 1
CBS_k3_n100_m441_b30_990.cnf.xz, 1
CBS_k3_n100_m449_b50_376.cnf.xz, 1
CBS_k3_n100_m403_b50_829.cnf.xz, 1
CBS_k3_n100_m418_b10_710.cnf.xz, 1
CBS_k3_n100_m423_b30_715.cnf.xz, 1
jnh217.cnf.xz, 1
CBS_k3_n100_m429_b10_278.cnf.xz, 1
4_65_588.cnf.xz, 1
CBS_k3_n100_m441_b30_153.cnf.xz, 1
3_286_1186.cnf.xz, 1
CBS_k3_n100_m418_b90_210.cnf.xz, 1
CBS_k3_n100_m403_b50_537.cnf.xz, 1
CBS_k3_n100_m449_b10_722.cnf.xz, 1
CBS_k3_n100_m403_b30_658.cnf.xz, 1
CBS_k3_n100_m449_b10_368.cnf.xz, 1
CBS_k3_n100_m441_b70_8.cnf.xz, 1
CBS_k3_n100_m441_b90_591.cnf.xz, 1
3_109_430.cnf.xz, 1
CBS_k3_n100_m403_b50_229.cnf.xz, 1
CBS_k3_n100_m429_b90_526.cnf.xz, 1
CBS_k3_n100_m418_b90_895.cnf.xz, 1
CBS_k3_n100_m435_b50_929.cnf.xz, 1
CBS_k3_n100_m403_b70_431.cnf.xz, 1
CBS_k3_n100_m441_b90_705.cnf.xz, 1
CBS_k3_n100_m449_b10_278.cnf.xz, 1
CBS_k3_n100_m411_b30_260.cnf.xz, 1
CBS_k3_n100_m435_b30_820.cnf.xz, 1
CBS_k3_n100_m449_b10_776.cnf.xz, 1
CBS_k3_n100_m449_b70_5.cnf.xz, 1
CBS_k3_n100_m441_b30_346.cnf.xz, 1
CBS_k3_n100_m418_b50_137.cnf.xz, 1
CBS_k3_n100_m449_b10_245.cnf.xz, 1
CBS_k3_n100_m435_b50_124.cnf.xz, 1
CBS_k3_n100_m418_b30_430.cnf.xz, 1
BMS_k3_n100_m429_164.cnf.xz, 1
CBS_k3_n100_m418_b30_512.cnf.xz, 1
CBS_k3_n100_m441_b50_516.cnf.xz, 1
CBS_k3_n100_m441_b70_728.cnf.xz, 1
CBS_k3_n100_m449_b30_991.cnf.xz, 1
CBS_k3_n100_m441_b10_724.cnf.xz, 1
CBS_k3_n100_m403_b70_186.cnf.xz, 1
CBS_k3_n100_m403_b10_292.cnf.xz, 1
CBS_k3_n100_m441_b90_179.cnf.xz, 1
CBS_k3_n100_m429_b90_480.cnf.xz, 1
CBS_k3_n100_m423_b70_973.cnf.xz, 1
CBS_k3_n100_m449_b70_654.cnf.xz, 1
CBS_k3_n100_m435_b70_216.cnf.xz, 1
CBS_k3_n100_m435_b70_753.cnf.xz, 1
CBS_k3_n100_m403_b30_646.cnf.xz, 1
CBS_k3_n100_m429_b50_872.cnf.xz, 1
CBS_k3_n100_m435_b30_65.cnf.xz, 1
CBS_k3_n100_m441_b10_587.cnf.xz, 1
CBS_k3_n100_m441_b70_798.cnf.xz, 1
CBS_k3_n100_m411_b70_652.cnf.xz, 1
CBS_k3_n100_m411_b90_745.cnf.xz, 1
CBS_k3_n100_m418_b10_392.cnf.xz, 1
CBS_k3_n100_m441_b10_378.cnf.xz, 1
CBS_k3_n100_m441_b70_936.cnf.xz, 1
CBS_k3_n100_m429_b30_124.cnf.xz, 1
CBS_k3_n100_m435_b30_199.cnf.xz, 1
CBS_k3_n100_m449_b10_568.cnf.xz, 1
CBS_k3_n100_m418_b30_269.cnf.xz, 1
CBS_k3_n100_m418_b90_957.cnf.xz, 1
CBS_k3_n100_m423_b10_308.cnf.xz, 1
CBS_k3_n100_m423_b90_81.cnf.xz, 1
CBS_k3_n100_m418_b90_798.cnf.xz, 1
CBS_k3_n100_m423_b10_0.cnf.xz, 1
CBS_k3_n100_m418_b30_851.cnf.xz, 1
or-100-20-2-UC-30.cnf.b+e.gz, 0
CBS_k3_n100_m429_b10_941.cnf.xz, 1
CBS_k3_n100_m423_b10_86.cnf.xz, 1
CBS_k3_n100_m441_b50_670.cnf.xz, 1
CBS_k3_n100_m411_b10_496.cnf.xz, 1
CBS_k3_n100_m429_b10_59.cnf.xz, 1
CBS_k3_n100_m441_b70_596.cnf.xz, 1
CBS_k3_n100_m411_b50_677.cnf.xz, 1
CBS_k3_n100_m423_b70_583.cnf.xz, 1
CBS_k3_n100_m423_b30_75.cnf.xz, 1
CBS_k3_n100_m449_b90_442.cnf.xz, 1
CBS_k3_n100_m449_b70_965.cnf.xz, 1
CBS_k3_n100_m411_b30_238.cnf.xz, 1
CBS_k3_n100_m423_b50_794.cnf.xz, 1
CBS_k3_n100_m449_b30_293.cnf.xz, 1
CBS_k3_n100_m441_b70_309.cnf.xz, 1
CBS_k3_n100_m423_b70_832.cnf.xz, 1
CBS_k3_n100_m403_b90_369.cnf.xz, 1
CBS_k3_n100_m411_b50_516.cnf.xz, 1
CBS_k3_n100_m403_b50_689.cnf.xz, 1
BMS_k3_n100_m429_261.cnf.xz, 1
CBS_k3_n100_m441_b50_87.cnf.xz, 1
CBS_k3_n100_m423_b50_465.cnf.xz, 1
or-60-10-8-UC-30.cnf.bz2, 0
CBS_k3_n100_m403_b50_789.cnf.xz, 1
CBS_k3_n100_m435_b30_533.cnf.xz, 1
CBS_k3_n100_m449_b10_40.cnf.xz, 1
CBS_k3_n100_m449_b50_155.cnf.xz, 1
CBS_k3_n100_m403_b90_306.cnf.xz, 1
CliqueFormula_24_9_3.cnf.xz, 1
CBS_k3_n100_m429_b90_809.cnf.xz, 1
CBS_k3_n100_m403_b50_342.cnf.xz, 1
CBS_k3_n100_m403_b70_418.cnf.xz, 1
CBS_k3_n100_m403_b30_260.cnf.xz, 1
CBS_k3_n100_m411_b70_309.cnf.xz, 1
CBS_k3_n100_m435_b90_645.cnf.xz, 1
BMS_k3_n100_m429_100.cnf.xz, 1
CBS_k3_n100_m441_b50_372.cnf.xz, 1
RTI_k3_n100_m429_433.cnf.xz, 1
CBS_k3_n100_m411_b90_267.cnf.xz, 1
CBS_k3_n100_m441_b70_613.cnf.xz, 1
mc2022_track1_023.cnf.xz, 1
CBS_k3_n100_m423_b70_705.cnf.xz, 1
CBS_k3_n100_m441_b50_485.cnf.xz, 1
cubature_0044.mcc2020_cnf.b+e.bz2, 0
CBS_k3_n100_m411_b10_187.cnf.xz, 1
BMS_k3_n100_m429_59.cnf.xz, 1
CliqueFormula_31_4_3.cnf.xz, 1
CBS_k3_n100_m449_b30_668.cnf.xz, 1
CBS_k3_n100_m429_b90_477.cnf.xz, 1
CBS_k3_n100_m435_b50_553.cnf.xz, 1
CBS_k3_n100_m429_b10_986.cnf.xz, 1
CBS_k3_n100_m441_b50_178.cnf.xz, 1
CBS_k3_n100_m418_b10_933.cnf.xz, 1
3_122_469.cnf.xz, 1
CBS_k3_n100_m403_b50_242.cnf.xz, 1
CBS_k3_n100_m403_b70_581.cnf.xz, 1
CBS_k3_n100_m441_b30_330.cnf.xz, 1
CBS_k3_n100_m403_b90_729.cnf.xz, 1
CBS_k3_n100_m441_b90_935.cnf.xz, 1
CBS_k3_n100_m435_b30_829.cnf.xz, 1
vlsat_64_152.mcc2020_cnf.b+e.bz2, 0
CBS_k3_n100_m441_b30_747.cnf.xz, 1
RTI_k3_n100_m429_158.cnf.xz, 1
CBS_k3_n100_m418_b10_429.cnf.xz, 1
CBS_k3_n100_m449_b50_304.cnf.xz, 1
CBS_k3_n100_m441_b90_753.cnf.xz, 1
CBS_k3_n100_m435_b90_447.cnf.xz, 1
CBS_k3_n100_m435_b50_147.cnf.xz, 1
CBS_k3_n100_m423_b10_788.cnf.xz, 1
CBS_k3_n100_m429_b90_300.cnf.xz, 1
CBS_k3_n100_m418_b30_704.cnf.xz, 1
CBS_k3_n100_m423_b30_574.cnf.xz, 1
CBS_k3_n100_m403_b50_979.cnf.xz, 1
CBS_k3_n100_m423_b50_13.cnf.xz, 1
CBS_k3_n100_m423_b70_741.cnf.xz, 1
CBS_k3_n100_m429_b10_732.cnf.xz, 1
CBS_k3_n100_m449_b30_913.cnf.xz, 1
CBS_k3_n100_m418_b50_290.cnf.xz, 1
CBS_k3_n100_m403_b70_294.cnf.xz, 1
CBS_k3_n100_m418_b90_836.cnf.xz, 1
CBS_k3_n100_m411_b30_871.cnf.xz, 1
CBS_k3_n100_m418_b10_489.cnf.xz, 1
CBS_k3_n100_m423_b50_371.cnf.xz, 1
CBS_k3_n100_m418_b50_801.cnf.xz, 1
BMS_k3_n100_m429_303.cnf.xz, 1
CBS_k3_n100_m423_b50_252.cnf.xz, 1
CBS_k3_n100_m449_b30_238.cnf.xz, 1
CBS_k3_n100_m418_b70_642.cnf.xz, 1
CBS_k3_n100_m449_b30_159.cnf.xz, 1
CBS_k3_n100_m441_b10_942.cnf.xz, 1
CBS_k3_n100_m435_b90_651.cnf.xz, 1
CBS_k3_n100_m403_b30_598.cnf.xz, 1
CBS_k3_n100_m418_b50_604.cnf.xz, 1
CBS_k3_n100_m449_b90_701.cnf.xz, 1
CBS_k3_n100_m441_b70_712.cnf.xz, 1
CBS_k3_n100_m435_b10_996.cnf.xz, 1
CBS_k3_n100_m449_b50_947.cnf.xz, 1
CBS_k3_n100_m418_b30_192.cnf.xz, 1
CBS_k3_n100_m441_b30_388.cnf.xz, 1
CBS_k3_n100_m418_b10_312.cnf.xz, 1
CBS_k3_n100_m441_b70_272.cnf.xz, 1
CBS_k3_n100_m411_b50_27.cnf.xz, 1
CBS_k3_n100_m411_b30_263.cnf.xz, 1
CBS_k3_n100_m411_b50_814.cnf.xz, 1
CBS_k3_n100_m441_b90_884.cnf.xz, 1
or-100-20-7-UC-20.cnf.bz2, 0
CBS_k3_n100_m435_b50_844.cnf.xz, 1
CBS_k3_n100_m449_b50_75.cnf.xz, 1
CBS_k3_n100_m423_b30_226.cnf.xz, 1
CBS_k3_n100_m435_b10_58.cnf.xz, 1
CBS_k3_n100_m449_b50_936.cnf.xz, 1
CBS_k3_n100_m449_b10_332.cnf.xz, 1
CBS_k3_n100_m411_b90_905.cnf.xz, 1
CBS_k3_n100_m418_b30_915.cnf.xz, 1
CBS_k3_n100_m403_b70_425.cnf.xz, 1
CBS_k3_n100_m449_b50_442.cnf.xz, 1
CBS_k3_n100_m411_b50_659.cnf.xz, 1
CBS_k3_n100_m435_b90_640.cnf.xz, 1
CBS_k3_n100_m429_b10_738.cnf.xz, 1
CBS_k3_n100_m418_b10_658.cnf.xz, 1
CBS_k3_n100_m411_b70_561.cnf.xz, 1
CBS_k3_n100_m435_b30_134.cnf.xz, 1
CBS_k3_n100_m411_b70_393.cnf.xz, 1
CBS_k3_n100_m429_b10_704.cnf.xz, 1
CBS_k3_n100_m449_b50_227.cnf.xz, 1
CBS_k3_n100_m441_b90_45.cnf.xz, 1
3_171_718.cnf.xz, 1
CBS_k3_n100_m418_b30_176.cnf.xz, 1
CBS_k3_n100_m423_b30_205.cnf.xz, 1
CBS_k3_n100_m441_b30_537.cnf.xz, 1
50-14-6-q.cnf.b+e.gz, 0
CBS_k3_n100_m403_b30_135.cnf.xz, 1
CBS_k3_n100_m441_b70_846.cnf.xz, 1
CBS_k3_n100_m423_b90_933.cnf.xz, 1
CBS_k3_n100_m418_b50_200.cnf.xz, 1
CBS_k3_n100_m423_b90_668.cnf.xz, 1
CBS_k3_n100_m429_b30_754.cnf.xz, 1
CBS_k3_n100_m435_b90_583.cnf.xz, 1
CBS_k3_n100_m411_b50_892.cnf.xz, 1
CBS_k3_n100_m441_b90_298.cnf.xz, 1
CBS_k3_n100_m403_b70_948.cnf.xz, 1
CBS_k3_n100_m441_b50_404.cnf.xz, 1
CBS_k3_n100_m441_b90_973.cnf.xz, 1
CBS_k3_n100_m449_b70_332.cnf.xz, 1
CBS_k3_n100_m429_b50_370.cnf.xz, 1
CBS_k3_n100_m435_b90_526.cnf.xz, 1
CBS_k3_n100_m411_b10_906.cnf.xz, 1
CBS_k3_n100_m429_b90_697.cnf.xz, 1
CBS_k3_n100_m435_b50_127.cnf.xz, 1
CBS_k3_n100_m435_b90_573.cnf.xz, 1
CBS_k3_n100_m449_b90_302.cnf.xz, 1
CBS_k3_n100_m435_b50_280.cnf.xz, 1
CBS_k3_n100_m435_b10_896.cnf.xz, 1
CBS_k3_n100_m449_b30_830.cnf.xz, 1
CBS_k3_n100_m423_b90_667.cnf.xz, 1
CBS_k3_n100_m435_b90_52.cnf.xz, 1
CBS_k3_n100_m435_b70_522.cnf.xz, 1
jnh204.cnf.xz, 1
CBS_k3_n100_m441_b30_336.cnf.xz, 1
CBS_k3_n100_m449_b30_356.cnf.xz, 1
CBS_k3_n100_m403_b10_682.cnf.xz, 1
CBS_k3_n100_m441_b50_849.cnf.xz, 1
CBS_k3_n100_m441_b50_518.cnf.xz, 1
CBS_k3_n100_m411_b90_888.cnf.xz, 1
5_52_1073.cnf.xz, 1
CBS_k3_n100_m423_b70_905.cnf.xz, 1
CBS_k3_n100_m435_b30_946.cnf.xz, 1
CBS_k3_n100_m423_b30_424.cnf.xz, 1
CBS_k3_n100_m441_b90_758.cnf.xz, 1
CBS_k3_n100_m411_b30_46.cnf.xz, 1
CBS_k3_n100_m418_b30_260.cnf.xz, 1
CBS_k3_n100_m418_b10_129.cnf.xz, 1
CBS_k3_n100_m441_b90_544.cnf.xz, 1
3_156_670.cnf.xz, 1
CBS_k3_n100_m418_b10_727.cnf.xz, 1
CBS_k3_n100_m449_b90_931.cnf.xz, 1
CBS_k3_n100_m423_b90_338.cnf.xz, 1
3_111_460.cnf.xz, 1
3_138_531.cnf.xz, 1
4_86_791.cnf.xz, 1
CBS_k3_n100_m403_b30_454.cnf.xz, 1
4_87_865.cnf.xz, 1
CBS_k3_n100_m418_b50_30.cnf.xz, 1
RTI_k3_n100_m429_208.cnf.xz, 1
CBS_k3_n100_m435_b50_878.cnf.xz, 1
CliqueFormula_29_7_3.cnf.xz, 1
CBS_k3_n100_m449_b90_178.cnf.xz, 1
CBS_k3_n100_m423_b10_13.cnf.xz, 1
CBS_k3_n100_m423_b70_381.cnf.xz, 1
CBS_k3_n100_m403_b50_255.cnf.xz, 1
mc2022_track4_149.cnf.xz, 0
CBS_k3_n100_m441_b90_881.cnf.xz, 1
CBS_k3_n100_m403_b50_714.cnf.xz, 1
CBS_k3_n100_m441_b70_544.cnf.xz, 1
CBS_k3_n100_m423_b70_915.cnf.xz, 1
CBS_k3_n100_m418_b30_527.cnf.xz, 1
CBS_k3_n100_m441_b50_519.cnf.xz, 1
CBS_k3_n100_m411_b10_294.cnf.xz, 1
CBS_k3_n100_m435_b50_797.cnf.xz, 1
CBS_k3_n100_m449_b30_921.cnf.xz, 1
CBS_k3_n100_m418_b70_793.cnf.xz, 1
CBS_k3_n100_m423_b50_714.cnf.xz, 1
CBS_k3_n100_m441_b10_616.cnf.xz, 1
CBS_k3_n100_m403_b50_433.cnf.xz, 1
CBS_k3_n100_m435_b30_413.cnf.xz, 1
CBS_k3_n100_m411_b70_795.cnf.xz, 1
CBS_k3_n100_m441_b90_518.cnf.xz, 1
3_215_945.cnf.xz, 1
CBS_k3_n100_m411_b70_800.cnf.xz, 1
BMS_k3_n100_m429_75.cnf.xz, 1
CBS_k3_n100_m429_b30_543.cnf.xz, 1
CBS_k3_n100_m441_b90_336.cnf.xz, 1
CBS_k3_n100_m418_b10_164.cnf.xz, 1
CBS_k3_n100_m441_b50_758.cnf.xz, 1
CBS_k3_n100_m418_b30_624.cnf.xz, 1
CBS_k3_n100_m449_b30_103.cnf.xz, 1
CBS_k3_n100_m449_b50_446.cnf.xz, 1
CBS_k3_n100_m441_b10_857.cnf.xz, 1
CBS_k3_n100_m423_b90_494.cnf.xz, 1
CBS_k3_n100_m435_b10_273.cnf.xz, 1
CBS_k3_n100_m418_b70_398.cnf.xz, 1
CBS_k3_n100_m449_b70_381.cnf.xz, 1
CBS_k3_n100_m411_b70_430.cnf.xz, 1
CBS_k3_n100_m411_b50_218.cnf.xz, 1
CBS_k3_n100_m441_b10_349.cnf.xz, 1
CBS_k3_n100_m449_b70_208.cnf.xz, 1
CBS_k3_n100_m411_b30_50.cnf.xz, 1
CBS_k3_n100_m435_b50_830.cnf.xz, 1
CBS_k3_n100_m418_b30_941.cnf.xz, 1
CBS_k3_n100_m423_b50_660.cnf.xz, 1
CBS_k3_n100_m441_b10_418.cnf.xz, 1
BMS_k3_n100_m429_114.cnf.xz, 1
CBS_k3_n100_m403_b90_595.cnf.xz, 1
CBS_k3_n100_m411_b10_620.cnf.xz, 1
CBS_k3_n100_m429_b90_347.cnf.xz, 1
CBS_k3_n100_m423_b30_79.cnf.xz, 1
CBS_k3_n100_m435_b50_798.cnf.xz, 1
CBS_k3_n100_m411_b30_921.cnf.xz, 1
CBS_k3_n100_m435_b70_231.cnf.xz, 1
CBS_k3_n100_m403_b70_46.cnf.xz, 1
CBS_k3_n100_m423_b50_104.cnf.xz, 1
CBS_k3_n100_m441_b90_202.cnf.xz, 1
CBS_k3_n100_m403_b30_19.cnf.xz, 1
CBS_k3_n100_m423_b70_627.cnf.xz, 1
CBS_k3_n100_m403_b70_731.cnf.xz, 1
CBS_k3_n100_m429_b30_917.cnf.xz, 1
CBS_k3_n100_m423_b70_586.cnf.xz, 1
CBS_k3_n100_m441_b50_822.cnf.xz, 1
CBS_k3_n100_m435_b30_232.cnf.xz, 1
CBS_k3_n100_m435_b10_571.cnf.xz, 1
CBS_k3_n100_m403_b30_886.cnf.xz, 1
CBS_k3_n100_m429_b50_857.cnf.xz, 1
